0	1.37919
1000	1.37453
2000	1.38077
3000	1.37797
4000	1.3723
5000	1.37883
6000	1.38146
7000	1.37835
8000	1.37779
9000	1.37842
10000	1.38117
11000	1.37811
12000	1.37992
13000	1.37641
14000	1.37548
15000	1.37862
16000	1.38055
17000	1.38282
18000	1.3822
19000	1.37906
20000	1.38191
21000	1.38289
22000	1.37608
23000	1.37803
24000	1.37954
25000	1.37873
26000	1.37746
27000	1.37541
28000	1.37337
29000	1.37534
30000	1.37679
31000	1.39214
32000	1.38305
33000	1.39076
34000	1.38833
35000	1.39197
36000	1.39092
37000	1.3911
38000	1.40304
39000	1.41567
40000	1.4304
41000	1.44554
42000	1.4564
43000	1.46378
44000	1.46564
45000	1.47815
46000	1.47916
47000	1.48087
48000	1.46966
49000	1.49519
50000	1.49306
51000	1.4788
52000	1.50497
53000	1.49264
54000	1.5064
55000	1.47109
56000	1.49957
57000	1.50725
58000	1.51358
59000	1.55205
60000	1.53169
61000	1.52611
62000	1.52789
63000	1.55485
64000	1.57339
65000	1.5731
66000	1.59531
67000	1.59977
68000	1.58566
69000	1.57622
70000	1.60125
71000	1.61445
72000	1.60415
73000	1.59753
74000	1.57714
75000	1.61857
76000	1.60953
77000	1.62223
78000	1.63539
79000	1.65158
80000	1.63728
81000	1.65163
82000	1.66259
83000	1.67007
84000	1.66053
85000	1.67616
86000	1.69463
87000	1.68054
88000	1.6766
89000	1.66218
90000	1.67159
91000	1.67296
92000	1.67935
93000	1.66224
94000	1.65545
95000	1.66733
96000	1.6802
97000	1.68344
98000	1.69256
99000	1.69626
100000	1.71893
101000	1.7198
102000	1.75611
103000	1.75788
104000	1.7725
105000	1.78334
106000	1.76445
107000	1.76273
108000	1.78984
109000	1.7809
110000	1.7696
111000	1.77952
112000	1.78575
113000	1.81852
114000	1.80418
115000	1.82009
116000	1.81504
117000	1.82208
118000	1.84153
119000	1.8482
120000	1.8585
121000	1.85735
122000	1.862
123000	1.87717
124000	1.8903
125000	1.85824
126000	1.86142
127000	1.8945
128000	1.88017
129000	1.87414
130000	1.90529
131000	1.86415
132000	1.85474
133000	1.89396
134000	1.89003
135000	1.89171
136000	1.88701
137000	1.88895
138000	1.85054
139000	1.86444
140000	1.8491
141000	1.84399
142000	1.87204
143000	1.87421
144000	1.87341
145000	1.90062
146000	1.91352
147000	1.89459
148000	1.90494
149000	1.91471
150000	1.91467
151000	1.94712
152000	1.95293
153000	1.96481
154000	1.9705
155000	1.97457
156000	1.99698
157000	2.00563
158000	1.98838
159000	1.97036
160000	1.9649
161000	1.98231
162000	1.99204
163000	1.99527
164000	1.99024
165000	1.98625
166000	1.99277
167000	2.00905
168000	1.9992
169000	2.00783
170000	1.99606
171000	2.02123
172000	2.03529
173000	2.02805
174000	2.03633
175000	2.04712
176000	2.05686
177000	2.05133
178000	2.05819
179000	2.09235
180000	2.08987
