0	72.555
1000	75.665
2000	76.99
3000	79.23
4000	82.875
5000	84.095
6000	87.16
7000	88.515
8000	91.265
9000	92.58
10000	95.025
11000	96.72
12000	98.85
13000	101.77
14000	103.005
15000	103.57
16000	106.925
17000	109.6
18000	111.455
19000	113.565
20000	114.88
21000	116.24
22000	118.05
23000	119.12
24000	122.495
25000	125.025
26000	127.88
27000	131.035
28000	134.515
29000	137.015
30000	138.41
31000	137.145
32000	139.865
33000	143.12
34000	144.92
35000	147.935
36000	150.11
37000	154.19
38000	157.135
39000	160.295
40000	163.495
41000	168.595
42000	170.685
43000	174.735
44000	176.35
45000	178.795
46000	183.24
47000	186.585
48000	188.88
49000	192.495
50000	193.485
51000	193.065
52000	195.245
53000	197.62
54000	199.325
55000	203.335
56000	207.07
57000	207.865
58000	211.31
59000	216.17
60000	218.705
61000	219.375
62000	219.745
63000	222.825
64000	223.685
65000	226.62
66000	229.975
67000	232.75
68000	234.45
69000	236.485
70000	241.21
71000	244.86
72000	248.605
73000	249.46
74000	249.295
75000	252.94
76000	256.455
77000	258.16
78000	261.38
79000	259.78
80000	259.645
81000	263.8
82000	266.86
83000	265.745
84000	268.06
85000	270.455
86000	271.295
87000	274.725
88000	273.755
89000	275.825
90000	279.7
91000	283.85
92000	288.475
93000	289.485
94000	292.6
95000	292.745
96000	296.395
97000	297.05
98000	302.14
99000	304.355
100000	309.64
101000	311.1
102000	313.565
103000	317.7
104000	320.415
105000	322.3
106000	323.03
107000	326.39
108000	328.105
109000	330.32
110000	330.945
111000	333.955
112000	340.735
113000	343.445
114000	348.165
115000	346.685
116000	349.53
117000	351.205
118000	352.47
119000	352.91
120000	356.165
121000	357.68
122000	357.625
123000	362.18
124000	367.355
125000	369.635
126000	371.185
127000	378.19
128000	380.285
129000	380.025
130000	380.195
131000	377.885
132000	379.74
133000	382.87
134000	382.15
135000	382.2
136000	386.975
137000	387.575
138000	385.555
139000	386.475
140000	391.32
141000	391.665
142000	392.475
143000	393.3
144000	396.275
145000	400.885
146000	406.1
147000	409.27
148000	410.705
149000	415.85
