0	400
578735	400
767947	399
1116751	398
1270682	397
1296804	396
1714926	395
1716458	394
1767796	393
1856144	392
1913132	391
1919055	390
1974030	389
2106665	388
2122340	387
2231427	386
2383499	385
2398382	384
2449906	383
2486074	382
2532568	381
2539923	380
2606723	379
2646656	378
2690719	377
2720644	376
3054724	375
3112956	374
3168025	373
3201121	372
3229718	371
3231091	370
3236958	369
3286455	368
3311233	367
3569142	366
3603839	365
3634070	364
3689080	363
3779621	362
3784049	361
3789360	360
3819800	359
3836801	358
3882797	357
3903504	356
4011211	355
4143918	354
4146554	353
4221261	352
4302449	351
4342589	350
4651246	349
4672898	348
4744246	347
4759101	346
4839533	345
4915400	344
5163416	343
5284389	342
5432980	341
5473002	340
5507894	339
5814005	338
5916155	337
5987678	336
6086841	335
6091235	334
6152719	333
6179720	332
6333025	331
6458742	330
6878056	329
6968309	328
7033082	327
7192563	326
7234901	325
7253150	324
7330958	323
7377536	322
7403769	321
7421346	320
7437839	319
7444941	318
7544102	317
7762240	316
7786240	315
7791318	314
7841303	313
8003129	312
8401163	311
8451314	310
8711222	309
8719598	308
8768477	307
8938223	306
9006250	305
9105112	304
9172909	303
9204220	302
9209440	301
9260864	300
9469508	299
9519925	298
9931393	297
